"","Entity","Code","Day","cancel_public_events"
"665","Mexico","MEX","2021-10-26",1
"666","Mexico","MEX","2021-10-27",1
"667","Mexico","MEX","2021-10-28",1
"668","Mexico","MEX","2021-10-29",1
"669","Mexico","MEX","2021-10-30",1
"670","Mexico","MEX","2021-10-31",1
"671","Mexico","MEX","2021-11-01",1
"672","Mexico","MEX","2021-11-02",1
"673","Mexico","MEX","2021-11-03",1
"674","Mexico","MEX","2021-11-04",1
"675","Mexico","MEX","2021-11-05",1
"676","Mexico","MEX","2021-11-06",1
"677","Mexico","MEX","2021-11-07",1
"678","Mexico","MEX","2021-11-08",1
"679","Mexico","MEX","2021-11-09",1
"680","Mexico","MEX","2021-11-10",1
"681","Mexico","MEX","2021-11-11",1
"682","Mexico","MEX","2021-11-12",1
"683","Mexico","MEX","2021-11-13",1
"684","Mexico","MEX","2021-11-14",1
"685","Mexico","MEX","2021-11-15",1
"686","Mexico","MEX","2021-11-16",1
"687","Mexico","MEX","2021-11-17",1
"688","Mexico","MEX","2021-11-18",1
"689","Mexico","MEX","2021-11-19",1
"690","Mexico","MEX","2021-11-20",1
"691","Mexico","MEX","2021-11-21",1
"692","Mexico","MEX","2021-11-22",1
"693","Mexico","MEX","2021-11-23",1
"694","Mexico","MEX","2021-11-24",1
"695","Mexico","MEX","2021-11-25",1
"696","Mexico","MEX","2021-11-26",1
"697","Mexico","MEX","2021-11-27",1
"698","Mexico","MEX","2021-11-28",1
"699","Mexico","MEX","2021-11-29",1
"700","Mexico","MEX","2021-11-30",1
"701","Mexico","MEX","2021-12-01",1
"702","Mexico","MEX","2021-12-02",1
"703","Mexico","MEX","2021-12-03",1
"704","Mexico","MEX","2021-12-04",1
"705","Mexico","MEX","2021-12-05",1
"706","Mexico","MEX","2021-12-06",1
"707","Mexico","MEX","2021-12-07",1
"708","Mexico","MEX","2021-12-08",1
"709","Mexico","MEX","2021-12-09",1
"710","Mexico","MEX","2021-12-10",1
"711","Mexico","MEX","2021-12-11",1
"712","Mexico","MEX","2021-12-12",1
"713","Mexico","MEX","2021-12-13",1
"714","Mexico","MEX","2021-12-14",1
"715","Mexico","MEX","2021-12-15",1
"716","Mexico","MEX","2021-12-16",1
"717","Mexico","MEX","2021-12-17",1
"718","Mexico","MEX","2021-12-18",1
"719","Mexico","MEX","2021-12-19",1
"720","Mexico","MEX","2021-12-20",1
"721","Mexico","MEX","2021-12-21",1
"722","Mexico","MEX","2021-12-22",1
"723","Mexico","MEX","2021-12-23",1
"724","Mexico","MEX","2021-12-24",1
"725","Mexico","MEX","2021-12-25",1
"726","Mexico","MEX","2021-12-26",1
"727","Mexico","MEX","2021-12-27",1
"728","Mexico","MEX","2021-12-28",1
"729","Mexico","MEX","2021-12-29",1
"730","Mexico","MEX","2021-12-30",1
"731","Mexico","MEX","2021-12-31",1
"732","Mexico","MEX","2022-01-01",1
"733","Mexico","MEX","2022-01-02",1
"734","Mexico","MEX","2022-01-03",1
"735","Mexico","MEX","2022-01-04",1
"736","Mexico","MEX","2022-01-05",1
"737","Mexico","MEX","2022-01-06",1
"738","Mexico","MEX","2022-01-07",1
"739","Mexico","MEX","2022-01-08",1
"740","Mexico","MEX","2022-01-09",1
"741","Mexico","MEX","2022-01-10",1
"742","Mexico","MEX","2022-01-11",1
"743","Mexico","MEX","2022-01-12",1
"744","Mexico","MEX","2022-01-13",1
"745","Mexico","MEX","2022-01-14",1
"746","Mexico","MEX","2022-01-15",1
"747","Mexico","MEX","2022-01-16",1
"748","Mexico","MEX","2022-01-17",1
"749","Mexico","MEX","2022-01-18",1
"750","Mexico","MEX","2022-01-19",1
"751","Mexico","MEX","2022-01-20",1
"752","Mexico","MEX","2022-01-21",1
"753","Mexico","MEX","2022-01-22",1
"754","Mexico","MEX","2022-01-23",1
"755","Mexico","MEX","2022-01-24",2
"756","Mexico","MEX","2022-01-25",2
"757","Mexico","MEX","2022-01-26",2
"758","Mexico","MEX","2022-01-27",2
"759","Mexico","MEX","2022-01-28",2
"760","Mexico","MEX","2022-01-29",2
"761","Mexico","MEX","2022-01-30",2
"762","Mexico","MEX","2022-01-31",2
"763","Mexico","MEX","2022-02-01",2
"764","Mexico","MEX","2022-02-02",2
"765","Mexico","MEX","2022-02-03",2
"766","Mexico","MEX","2022-02-04",2
"767","Mexico","MEX","2022-02-05",2
"768","Mexico","MEX","2022-02-06",2
"769","Mexico","MEX","2022-02-07",1
"770","Mexico","MEX","2022-02-08",1
"771","Mexico","MEX","2022-02-09",1
"772","Mexico","MEX","2022-02-10",1
"773","Mexico","MEX","2022-02-11",1
"774","Mexico","MEX","2022-02-12",1
"775","Mexico","MEX","2022-02-13",1
"776","Mexico","MEX","2022-02-14",1
"777","Mexico","MEX","2022-02-15",1
"778","Mexico","MEX","2022-02-16",1
"779","Mexico","MEX","2022-02-17",1
"780","Mexico","MEX","2022-02-18",1
"781","Mexico","MEX","2022-02-19",1
"782","Mexico","MEX","2022-02-20",1
